Gene	AveExpr	logFC	P.Value	adj.P.Val	Sig	GeneType
ENSG00000267197	AC011461.1	0.73	-0.02	0.814	0.854	FALSE	lncRNA
ENSG00000243094	AC079203.1	0.37	0.01	0.814	0.855	FALSE	processed_pseudogene
ENSG00000212371	AF111168.1	0.32	-0.01	0.814	0.855	FALSE	snoRNA
ENSG00000127528	KLF2	7.71	0.03	0.814	0.855	FALSE	protein_coding
ENSG00000269858	EGLN2	5.25	-0.04	0.815	0.855	FALSE	protein_coding
ENSG00000284138	ATP6V0CP4	1.04	-0.05	0.815	0.855	FALSE	processed_pseudogene
ENSG00000275519	MIR6804	0.19	-0.01	0.815	0.855	FALSE	miRNA
ENSG00000172650	AGAP5	0.9	-0.02	0.815	0.855	FALSE	protein_coding
ENSG00000100053	CRYBB3	0.1	-0.01	0.816	0.856	FALSE	protein_coding
ENSG00000215068	AC025171.2	4.4	-0.03	0.816	0.856	FALSE	lncRNA
ENSG00000247095	MIR210HG	0.48	0.05	0.817	0.857	FALSE	lncRNA
ENSG00000256019	TAS2R63P	0.38	0.02	0.817	0.857	FALSE	unprocessed_pseudogene
ENSG00000197020	ZNF100	3.63	0.04	0.817	0.857	FALSE	protein_coding
ENSG00000112893	MAN2A1	6.53	-0.02	0.817	0.857	FALSE	protein_coding
ENSG00000020129	NCDN	4.22	0.03	0.818	0.857	FALSE	protein_coding
ENSG00000148204	CRB2	0.28	-0.02	0.818	0.858	FALSE	protein_coding
ENSG00000258694	LINC02319	0.15	-0.02	0.818	0.858	FALSE	lncRNA
ENSG00000284738	AL358472.5	0.53	0.01	0.818	0.858	FALSE	lncRNA
ENSG00000123870	ZNF137P	2.48	0.03	0.818	0.858	FALSE	transcribed_unprocessed_pseudogene
ENSG00000143162	CREG1	6.19	0.04	0.818	0.858	FALSE	protein_coding
ENSG00000112378	PERP	1.39	0.05	0.818	0.858	FALSE	protein_coding
ENSG00000164830	OXR1	5.46	-0.02	0.819	0.858	FALSE	protein_coding
ENSG00000228253	MT-ATP8	3.77	0.06	0.819	0.858	FALSE	protein_coding
ENSG00000279147	AC112504.1	0.26	-0.01	0.819	0.858	FALSE	TEC
ENSG00000110497	AMBRA1	5.76	-0.02	0.819	0.858	FALSE	protein_coding
ENSG00000232994	RPL7P14	0.16	-0.01	0.819	0.859	FALSE	processed_pseudogene
ENSG00000064726	BTBD1	5.21	0.02	0.819	0.859	FALSE	protein_coding
ENSG00000169564	PCBP1	8.69	0.03	0.819	0.859	FALSE	protein_coding
ENSG00000122877	EGR2	0.67	-0.03	0.82	0.859	FALSE	protein_coding
ENSG00000230534	AL392046.1	0.32	0.01	0.82	0.859	FALSE	lncRNA
ENSG00000285827	AP001267.5	0.28	0.01	0.82	0.859	FALSE	protein_coding
ENSG00000231177	LINC00852	2.64	0.03	0.82	0.859	FALSE	lncRNA
ENSG00000115524	SF3B1	8.57	0.02	0.82	0.859	FALSE	protein_coding
ENSG00000179295	PTPN11	6.21	0.02	0.82	0.859	FALSE	protein_coding
ENSG00000125821	DTD1	2.85	-0.03	0.82	0.859	FALSE	protein_coding
ENSG00000213676	ATF6B	6.66	0.02	0.821	0.86	FALSE	protein_coding
ENSG00000100744	GSKIP	4.32	-0.03	0.821	0.86	FALSE	protein_coding
ENSG00000163479	SSR2	6.56	0.02	0.821	0.86	FALSE	protein_coding
ENSG00000214140	PRCD	0.89	0.04	0.821	0.86	FALSE	protein_coding
ENSG00000143127	ITGA10	1.77	0.03	0.821	0.86	FALSE	protein_coding
ENSG00000227722	AL022100.1	0.16	0.01	0.822	0.861	FALSE	transcribed_processed_pseudogene
ENSG00000213699	SLC35F6	5.24	0.02	0.822	0.861	FALSE	protein_coding
ENSG00000111846	GCNT2	3.31	-0.04	0.822	0.861	FALSE	protein_coding
ENSG00000270641	TSIX	0.15	-0.01	0.822	0.861	FALSE	lncRNA
ENSG00000255498	AC068385.1	0.22	0.01	0.822	0.861	FALSE	lncRNA
ENSG00000279114	Z99129.3	0.31	0.01	0.822	0.861	FALSE	TEC
ENSG00000155096	AZIN1	6.95	0.04	0.822	0.861	FALSE	protein_coding
ENSG00000184350	MRGPRE	0.14	0.02	0.823	0.861	FALSE	protein_coding
ENSG00000258689	LINC01269	0.2	-0.01	0.823	0.862	FALSE	lncRNA
ENSG00000103152	MPG	4.16	-0.03	0.823	0.862	FALSE	protein_coding
ENSG00000279513	AL157902.2	0.39	0.01	0.823	0.862	FALSE	TEC
ENSG00000266074	BAHCC1	3.07	-0.05	0.823	0.862	FALSE	protein_coding
ENSG00000286511	Z95118.2	0.51	0.02	0.823	0.862	FALSE	lncRNA
ENSG00000216802	AL590617.1	0.28	-0.02	0.823	0.862	FALSE	processed_pseudogene
ENSG00000256424	LINC02414	0.23	-0.02	0.824	0.862	FALSE	lncRNA
ENSG00000215284	AL512633.1	0.2	-0.01	0.824	0.862	FALSE	processed_pseudogene
ENSG00000278002	AL627171.3	1.16	-0.02	0.824	0.863	FALSE	lncRNA
ENSG00000227507	LTB	6.93	-0.05	0.824	0.863	FALSE	protein_coding
ENSG00000279637	AC018445.3	1.26	0.03	0.824	0.863	FALSE	TEC
ENSG00000267096	AC008735.1	1.39	-0.02	0.824	0.863	FALSE	lncRNA
ENSG00000236303	LINC02646	0.2	-0.01	0.824	0.863	FALSE	lncRNA
ENSG00000276934	AC009704.2	0.48	0.02	0.825	0.863	FALSE	lncRNA
ENSG00000155729	KCTD18	4.18	-0.02	0.825	0.863	FALSE	protein_coding
ENSG00000158865	SLC5A11	0.38	0.02	0.825	0.863	FALSE	protein_coding
ENSG00000278993	AC002350.2	0.79	0.02	0.825	0.863	FALSE	TEC
ENSG00000111231	GPN3	3.04	-0.03	0.825	0.864	FALSE	protein_coding
ENSG00000279561	AL845472.2	0.87	-0.02	0.825	0.864	FALSE	TEC
ENSG00000198730	CTR9	5.91	0.03	0.826	0.864	FALSE	protein_coding
ENSG00000270195	AC016773.2	1.83	-0.03	0.826	0.864	FALSE	lncRNA
ENSG00000171044	XKR6	2.46	0.04	0.826	0.864	FALSE	protein_coding
ENSG00000105486	LIG1	4.4	-0.03	0.826	0.864	FALSE	protein_coding
ENSG00000124795	DEK	6.53	-0.03	0.826	0.864	FALSE	protein_coding
ENSG00000197562	RAB40C	4.59	-0.03	0.826	0.864	FALSE	protein_coding
ENSG00000124198	ARFGEF2	6.07	-0.03	0.827	0.864	FALSE	protein_coding
ENSG00000124333	VAMP7	5.38	0.03	0.827	0.865	FALSE	protein_coding
ENSG00000254612	AP001000.1	0.67	0.01	0.827	0.865	FALSE	processed_pseudogene
ENSG00000268350	FAM156A	0.41	-0.01	0.828	0.865	FALSE	protein_coding
ENSG00000175611	LINC00476	3.13	-0.03	0.828	0.866	FALSE	lncRNA
ENSG00000238227	TMEM250	5.6	-0.02	0.828	0.866	FALSE	protein_coding
ENSG00000198283	OR5B21	0.15	-0.01	0.828	0.866	FALSE	protein_coding
ENSG00000229700	AL008627.1	0.18	-0.01	0.828	0.866	FALSE	processed_pseudogene
ENSG00000134716	CYP2J2	0.36	0.02	0.829	0.866	FALSE	protein_coding
ENSG00000141452	RMC1	5.2	0.02	0.829	0.867	FALSE	protein_coding
ENSG00000111641	NOP2	1.1	-0.02	0.829	0.867	FALSE	protein_coding
ENSG00000197785	ATAD3A	3.13	0.04	0.829	0.867	FALSE	protein_coding
ENSG00000196072	BLOC1S2	4.7	-0.03	0.829	0.867	FALSE	protein_coding
ENSG00000100968	NFATC4	0.15	0.01	0.829	0.867	FALSE	protein_coding
ENSG00000224261	RPSAP18	0.23	-0.01	0.829	0.867	FALSE	processed_pseudogene
ENSG00000087586	AURKA	2.56	-0.04	0.829	0.867	FALSE	protein_coding
ENSG00000263826	AC112907.3	0.2	-0.01	0.83	0.868	FALSE	lncRNA
ENSG00000275676	BX005040.1	0.14	0.01	0.83	0.868	FALSE	lncRNA
ENSG00000284719	AL033527.4	1.27	0.02	0.831	0.868	FALSE	lncRNA
ENSG00000231871	IPO9-AS1	0.16	-0.01	0.831	0.868	FALSE	lncRNA
ENSG00000120860	WASHC3	3.91	-0.02	0.831	0.869	FALSE	protein_coding
ENSG00000168397	ATG4B	5.79	0.02	0.831	0.869	FALSE	protein_coding
ENSG00000174680	GRIK1-AS1	0.2	-0.01	0.831	0.869	FALSE	lncRNA
ENSG00000178974	FBXO34	5.45	0.03	0.832	0.869	FALSE	protein_coding
ENSG00000197375	SLC22A5	2.8	-0.03	0.832	0.869	FALSE	protein_coding
ENSG00000132424	PNISR	6.99	0.02	0.832	0.87	FALSE	protein_coding
ENSG00000184232	OAF	3.27	0.05	0.832	0.87	FALSE	protein_coding
ENSG00000065518	NDUFB4	3.93	-0.03	0.833	0.87	FALSE	protein_coding
ENSG00000167447	SMG8	4.48	0.02	0.833	0.87	FALSE	protein_coding
ENSG00000167807	AC011511.1	0.34	0.01	0.833	0.87	FALSE	protein_coding
ENSG00000157827	FMNL2	2.59	0.05	0.833	0.87	FALSE	protein_coding
ENSG00000277632	CCL3	1.81	-0.05	0.833	0.87	FALSE	protein_coding
ENSG00000154447	SH3RF1	2.54	-0.05	0.834	0.871	FALSE	protein_coding
ENSG00000172602	RND1	0.23	0.01	0.834	0.871	FALSE	protein_coding
ENSG00000131183	SLC34A1	0.22	-0.01	0.834	0.871	FALSE	protein_coding
ENSG00000259467	NDUFAF4P1	0.22	-0.01	0.834	0.871	FALSE	processed_pseudogene
ENSG00000188158	NHS	3.2	-0.05	0.834	0.871	FALSE	protein_coding
ENSG00000137075	RNF38	6.37	-0.02	0.835	0.872	FALSE	protein_coding
ENSG00000276550	HERC2P2	4.73	0.04	0.835	0.872	FALSE	transcribed_unprocessed_pseudogene
ENSG00000137996	RTCA	4.46	-0.02	0.835	0.872	FALSE	protein_coding
ENSG00000207031	SNORD59A	0.16	-0.01	0.835	0.872	FALSE	snoRNA
ENSG00000261291	AC007906.1	0.51	0.02	0.835	0.872	FALSE	lncRNA
ENSG00000235852	AC005540.1	0.81	0.02	0.836	0.873	FALSE	lncRNA
ENSG00000261433	AC002347.1	0.32	-0.01	0.836	0.873	FALSE	lncRNA
ENSG00000254893	AC113404.3	0.93	0.02	0.836	0.873	FALSE	translated_processed_pseudogene
ENSG00000231170	AC002451.1	0.56	-0.02	0.836	0.873	FALSE	lncRNA
ENSG00000156463	SH3RF2	0.44	-0.03	0.836	0.873	FALSE	protein_coding
ENSG00000199179	MIRLET7I	0.29	-0.02	0.836	0.873	FALSE	miRNA
ENSG00000226200	SGMS1-AS1	3.16	-0.03	0.837	0.873	FALSE	lncRNA
ENSG00000002933	TMEM176A	3.06	-0.12	0.837	0.873	FALSE	protein_coding
ENSG00000146834	MEPCE	5.65	-0.02	0.837	0.873	FALSE	protein_coding
ENSG00000166974	MAPRE2	6.14	-0.03	0.837	0.873	FALSE	protein_coding
ENSG00000164219	PGGT1B	5.36	0.02	0.837	0.873	FALSE	protein_coding
ENSG00000178826	TMEM139	0.24	-0.01	0.837	0.873	FALSE	protein_coding
ENSG00000114770	ABCC5	5.68	0.05	0.837	0.874	FALSE	protein_coding
ENSG00000254726	MEX3A	0.16	0.01	0.837	0.874	FALSE	protein_coding
ENSG00000267838	AC245884.8	1.69	-0.02	0.838	0.874	FALSE	lncRNA
ENSG00000275377	MIR1299	0.2	-0.01	0.838	0.874	FALSE	miRNA
ENSG00000184831	APOO	1.64	-0.03	0.838	0.874	FALSE	protein_coding
ENSG00000140365	COMMD4	3.82	0.03	0.838	0.874	FALSE	protein_coding
ENSG00000105254	TBCB	5.33	0.02	0.838	0.874	FALSE	protein_coding
ENSG00000000460	C1orf112	2.86	-0.02	0.838	0.874	FALSE	protein_coding
ENSG00000114850	SSR3	6.03	0.04	0.838	0.874	FALSE	protein_coding
ENSG00000213551	DNAJC9	3.95	-0.03	0.838	0.874	FALSE	protein_coding
ENSG00000139211	AMIGO2	3.33	-0.04	0.839	0.875	FALSE	protein_coding
ENSG00000136868	SLC31A1	4.78	-0.03	0.839	0.875	FALSE	protein_coding
ENSG00000143450	OAZ3	0.22	0.01	0.839	0.875	FALSE	protein_coding
ENSG00000175749	EIF3KP1	0.24	0.01	0.839	0.875	FALSE	processed_pseudogene
ENSG00000124196	GTSF1L	0.13	0.01	0.84	0.876	FALSE	protein_coding
ENSG00000266245	MIR4644	0.46	0.01	0.84	0.876	FALSE	miRNA
ENSG00000183684	ALYREF	3.93	0.03	0.84	0.876	FALSE	protein_coding
ENSG00000198342	ZNF442	1.09	-0.03	0.841	0.876	FALSE	protein_coding
ENSG00000274969	MIR6771	0.37	0.02	0.841	0.876	FALSE	miRNA
ENSG00000132950	ZMYM5	4.33	-0.02	0.841	0.877	FALSE	protein_coding
ENSG00000185800	DMWD	4.25	0.03	0.841	0.877	FALSE	protein_coding
ENSG00000067369	TP53BP1	5.25	0.02	0.841	0.877	FALSE	protein_coding
ENSG00000102128	RAB40AL	0.17	-0.01	0.841	0.877	FALSE	protein_coding
ENSG00000223922	ASS1P2	0.44	-0.02	0.841	0.877	FALSE	processed_pseudogene
ENSG00000274419	TBC1D3D	0.24	0.01	0.841	0.877	FALSE	protein_coding
ENSG00000172071	EIF2AK3	4.26	-0.04	0.841	0.877	FALSE	protein_coding
ENSG00000288107	AL731769.2	0.18	-0.01	0.842	0.877	FALSE	lncRNA
ENSG00000279917	AC079331.2	0.9	0.02	0.842	0.878	FALSE	TEC
ENSG00000071909	MYO3B	0.75	-0.03	0.842	0.878	FALSE	protein_coding
ENSG00000182551	ADI1	4.64	0.02	0.843	0.878	FALSE	protein_coding
ENSG00000288082	AC023787.3	0.68	-0.03	0.843	0.878	FALSE	lncRNA
ENSG00000272888	LINC01578	5.92	-0.02	0.843	0.878	FALSE	lncRNA
ENSG00000227953	LINC01341	0.88	-0.02	0.843	0.878	FALSE	lncRNA
ENSG00000288032	AC104472.5	0.53	0.02	0.844	0.879	FALSE	lncRNA
ENSG00000175216	CKAP5	5.66	0.03	0.844	0.879	FALSE	protein_coding
ENSG00000187486	KCNJ11	0.19	-0.01	0.844	0.879	FALSE	protein_coding
ENSG00000231113	AL035587.1	4.25	0.03	0.844	0.879	FALSE	lncRNA
ENSG00000235314	LINC00957	3.31	-0.02	0.844	0.879	FALSE	lncRNA
ENSG00000232124	AP001057.1	0.11	-0.01	0.844	0.879	FALSE	lncRNA
ENSG00000267264	AC006504.3	0.22	0.01	0.844	0.879	FALSE	processed_pseudogene
ENSG00000229931	ATXN1-AS1	1.26	-0.02	0.844	0.879	FALSE	lncRNA
ENSG00000140931	CMTM3	5.93	0.02	0.845	0.88	FALSE	protein_coding
ENSG00000091592	NLRP1	8.23	-0.04	0.845	0.88	FALSE	protein_coding
ENSG00000279077	AC023090.2	1.25	-0.03	0.845	0.88	FALSE	TEC
ENSG00000179912	R3HDM2	5.57	0.01	0.845	0.88	FALSE	protein_coding
ENSG00000204394	VARS1	5.3	-0.04	0.845	0.88	FALSE	protein_coding
ENSG00000125869	LAMP5	1.33	0.03	0.845	0.88	FALSE	protein_coding
ENSG00000091542	ALKBH5	6.82	0.02	0.845	0.88	FALSE	protein_coding
ENSG00000286546	AL079338.1	0.41	0.02	0.845	0.88	FALSE	lncRNA
ENSG00000089060	SLC8B1	6.09	0.02	0.845	0.88	FALSE	protein_coding
ENSG00000270823	AC007938.2	0.18	0.01	0.845	0.88	FALSE	lncRNA
ENSG00000185453	ZSWIM9	2.91	0.02	0.846	0.88	FALSE	protein_coding
ENSG00000124659	TBCC	4.89	0.02	0.846	0.88	FALSE	protein_coding
ENSG00000282936	AC004706.3	1.19	-0.02	0.846	0.88	FALSE	protein_coding
ENSG00000279039	AC011447.6	0.12	0.01	0.846	0.881	FALSE	TEC
ENSG00000169762	TAPT1	4.63	-0.02	0.846	0.881	FALSE	protein_coding
ENSG00000275895	U2AF1L5	2.18	0.07	0.846	0.881	FALSE	protein_coding
ENSG00000086619	ERO1B	3.65	-0.02	0.846	0.881	FALSE	protein_coding
ENSG00000004809	SLC22A16	1.72	0.03	0.846	0.881	FALSE	protein_coding
ENSG00000101407	TTI1	4.53	-0.01	0.846	0.881	FALSE	protein_coding
ENSG00000155959	VBP1	4.57	0.03	0.847	0.881	FALSE	protein_coding
ENSG00000230986	DDX3P2	0.17	-0.01	0.847	0.881	FALSE	processed_pseudogene
ENSG00000184154	LRTOMT	0.91	-0.02	0.847	0.881	FALSE	protein_coding
ENSG00000137145	DENND4C	6	-0.02	0.847	0.881	FALSE	protein_coding
ENSG00000231507	LINC01353	0.52	0.02	0.847	0.881	FALSE	lncRNA
ENSG00000099994	SUSD2	1.06	-0.04	0.847	0.881	FALSE	protein_coding
ENSG00000236039	AC019117.2	0.16	0.01	0.847	0.881	FALSE	lncRNA
ENSG00000109270	LAMTOR3	4.67	0.03	0.847	0.881	FALSE	protein_coding
ENSG00000264876	AP005209.1	0.11	0.02	0.847	0.881	FALSE	lncRNA
ENSG00000245008	AP001122.1	0.4	-0.02	0.847	0.881	FALSE	lncRNA
ENSG00000102221	JADE3	1.65	0.03	0.847	0.881	FALSE	protein_coding
ENSG00000164758	MED30	2.97	-0.02	0.847	0.881	FALSE	protein_coding
ENSG00000018510	AGPS	4.97	-0.03	0.847	0.881	FALSE	protein_coding
ENSG00000231466	AL022324.2	0.56	-0.01	0.847	0.881	FALSE	processed_pseudogene
ENSG00000225418	AKR1C5P	0.19	-0.01	0.848	0.882	FALSE	unprocessed_pseudogene
ENSG00000141552	ANAPC11	4.23	0.02	0.848	0.882	FALSE	protein_coding
ENSG00000167549	CORO6	1.9	0.04	0.848	0.882	FALSE	protein_coding
ENSG00000225791	TRAM2-AS1	1.35	0.02	0.848	0.882	FALSE	lncRNA
ENSG00000158109	TPRG1L	6.11	0.02	0.848	0.882	FALSE	protein_coding
ENSG00000277767	AL442128.2	0.64	-0.01	0.848	0.882	FALSE	lncRNA
ENSG00000258674	AC011448.1	0.62	-0.02	0.849	0.882	FALSE	protein_coding
ENSG00000205740	AL359878.1	1.29	-0.02	0.849	0.882	FALSE	lncRNA
ENSG00000227050	AL512288.1	0.27	-0.01	0.849	0.882	FALSE	lncRNA
ENSG00000206562	METTL6	3.05	0.01	0.849	0.882	FALSE	protein_coding
ENSG00000279946	AC244034.3	0.15	-0.01	0.849	0.883	FALSE	TEC
ENSG00000261094	AC007066.2	1.19	-0.02	0.849	0.883	FALSE	lncRNA
ENSG00000258744	AL132800.1	0.92	0.02	0.849	0.883	FALSE	lncRNA
ENSG00000186432	KPNA4	6.91	0.03	0.85	0.883	FALSE	protein_coding
ENSG00000177943	MAMDC4	2.49	-0.04	0.85	0.883	FALSE	protein_coding
ENSG00000126467	TSKS	0.58	-0.02	0.85	0.883	FALSE	protein_coding
ENSG00000259895	AC106820.2	0.41	0.01	0.85	0.883	FALSE	lncRNA
ENSG00000099995	SF3A1	7.56	-0.01	0.85	0.883	FALSE	protein_coding
ENSG00000228395	AL356481.1	0.83	-0.01	0.85	0.883	FALSE	lncRNA
ENSG00000103978	TMEM87A	5.3	-0.02	0.85	0.883	FALSE	protein_coding
ENSG00000100281	HMGXB4	4.31	0.02	0.85	0.884	FALSE	protein_coding
ENSG00000120278	PLEKHG1	3.89	-0.05	0.851	0.884	FALSE	protein_coding
ENSG00000227630	LINC01132	0.2	-0.01	0.851	0.884	FALSE	lncRNA
ENSG00000248278	SUMO2P17	0.19	-0.01	0.851	0.884	FALSE	transcribed_processed_pseudogene
ENSG00000134532	SOX5	0.82	-0.04	0.851	0.884	FALSE	protein_coding
ENSG00000116191	RALGPS2	5.54	-0.03	0.851	0.884	FALSE	protein_coding
ENSG00000235128	AC013474.1	0.79	0.02	0.851	0.884	FALSE	processed_pseudogene
ENSG00000111554	MDM1	4.3	0.03	0.851	0.884	FALSE	protein_coding
ENSG00000272337	RNU6-90P	0.24	0.01	0.851	0.884	FALSE	snRNA
ENSG00000156206	CFAP161	1.62	-0.04	0.851	0.884	FALSE	protein_coding
ENSG00000077782	FGFR1	3.05	-0.05	0.852	0.884	FALSE	protein_coding
ENSG00000174804	FZD4	0.14	0.01	0.852	0.884	FALSE	protein_coding
ENSG00000232811	AL360270.1	0.36	0.02	0.852	0.885	FALSE	lncRNA
ENSG00000215845	TSTD1	3.83	0.02	0.852	0.885	FALSE	protein_coding
ENSG00000176101	SSNA1	4.48	-0.02	0.852	0.885	FALSE	protein_coding
ENSG00000272360	AC116036.2	0.3	0.01	0.852	0.885	FALSE	lncRNA
ENSG00000260136	AC008915.3	0.48	0.01	0.852	0.885	FALSE	lncRNA
ENSG00000287697	Z99127.4	0.8	0.01	0.853	0.885	FALSE	lncRNA
ENSG00000121957	GPSM2	3.52	-0.03	0.853	0.885	FALSE	protein_coding
ENSG00000165633	VSTM4	0.25	0.02	0.853	0.885	FALSE	protein_coding
ENSG00000273627	MIR4726	0.16	-0.01	0.853	0.886	FALSE	miRNA
ENSG00000226253	MRPL35P3	0.26	0.01	0.853	0.886	FALSE	processed_pseudogene
ENSG00000221230	MIR548L	0.23	-0.01	0.854	0.886	FALSE	miRNA
ENSG00000267680	ZNF224	5.01	-0.02	0.854	0.886	FALSE	protein_coding
ENSG00000164308	ERAP2	5.6	0.07	0.854	0.886	FALSE	protein_coding
ENSG00000196151	WDSUB1	2.87	0.03	0.854	0.886	FALSE	protein_coding
ENSG00000241357	AC092849.1	0.49	-0.01	0.854	0.886	FALSE	lncRNA
ENSG00000254750	CASP1P2	1.11	0.04	0.854	0.886	FALSE	unprocessed_pseudogene
ENSG00000220349	Z85996.1	0.34	0.02	0.854	0.886	FALSE	processed_pseudogene
ENSG00000253882	AC099548.2	1.46	-0.03	0.854	0.886	FALSE	transcribed_unprocessed_pseudogene
ENSG00000232119	MCTS1	4.04	-0.02	0.854	0.886	FALSE	protein_coding
ENSG00000110713	NUP98	7.69	0.02	0.855	0.887	FALSE	protein_coding
ENSG00000250673	REELD1	0.77	-0.03	0.855	0.887	FALSE	protein_coding
ENSG00000104695	PPP2CB	4.23	0.02	0.855	0.887	FALSE	protein_coding
ENSG00000004478	FKBP4	4.59	-0.04	0.855	0.887	FALSE	protein_coding
ENSG00000023191	RNH1	6.64	0.02	0.855	0.887	FALSE	protein_coding
ENSG00000226089	AL122017.1	0.14	0.01	0.855	0.887	FALSE	lncRNA
ENSG00000261449	AC103724.3	0.41	-0.01	0.856	0.888	FALSE	lncRNA
ENSG00000226674	TEX41	0.23	0.01	0.856	0.888	FALSE	lncRNA
ENSG00000090971	NAT14	1.53	0.02	0.856	0.888	FALSE	protein_coding
ENSG00000196263	ZNF471	0.78	0.02	0.856	0.888	FALSE	protein_coding
ENSG00000283288	SMIM33	0.34	-0.01	0.857	0.888	FALSE	protein_coding
ENSG00000054611	TBC1D22A	6.2	0.02	0.857	0.889	FALSE	protein_coding
ENSG00000262898	AC139099.2	0.28	-0.01	0.857	0.889	FALSE	lncRNA
ENSG00000169313	P2RY12	3.45	0.05	0.857	0.889	FALSE	protein_coding
ENSG00000188811	NHLRC3	4.52	-0.03	0.857	0.889	FALSE	protein_coding
ENSG00000078487	ZCWPW1	2.2	-0.02	0.857	0.889	FALSE	protein_coding
ENSG00000134317	GRHL1	1.79	-0.04	0.857	0.889	FALSE	protein_coding
ENSG00000283930	AL117339.4	1.21	-0.02	0.857	0.889	FALSE	protein_coding
ENSG00000196422	PPP1R26	2.83	0.03	0.857	0.889	FALSE	protein_coding
ENSG00000053770	AP5M1	5.37	0.02	0.858	0.889	FALSE	protein_coding
ENSG00000145358	DDIT4L	0.15	-0.02	0.858	0.889	FALSE	protein_coding
ENSG00000161082	CELF5	0.2	0.01	0.858	0.889	FALSE	protein_coding
ENSG00000228485	GRK5-IT1	0.87	0.02	0.858	0.889	FALSE	lncRNA
ENSG00000155827	RNF20	6.06	0.02	0.858	0.889	FALSE	protein_coding
ENSG00000233746	LINC00656	0.4	-0.02	0.858	0.889	FALSE	lncRNA
ENSG00000256436	TAS2R31	1.07	-0.02	0.858	0.89	FALSE	protein_coding
ENSG00000017797	RALBP1	7.23	0.03	0.858	0.89	FALSE	protein_coding
ENSG00000242110	AMACR	1.78	0.03	0.859	0.89	FALSE	protein_coding
ENSG00000136451	VEZF1	6.31	0.02	0.859	0.89	FALSE	protein_coding
ENSG00000113441	LNPEP	7.92	-0.02	0.859	0.89	FALSE	protein_coding
ENSG00000120314	WDR55	5.52	0.01	0.859	0.89	FALSE	protein_coding
ENSG00000175899	A2M	0.46	0.02	0.859	0.89	FALSE	protein_coding
ENSG00000272690	LINC02018	1.38	0.03	0.859	0.89	FALSE	lncRNA
ENSG00000161958	FGF11	0.5	-0.01	0.859	0.89	FALSE	protein_coding
ENSG00000196812	ZSCAN16	2.76	-0.02	0.859	0.89	FALSE	protein_coding
ENSG00000197114	ZGPAT	4.1	0.02	0.86	0.89	FALSE	protein_coding
ENSG00000269867	AC010326.3	0.49	-0.01	0.86	0.891	FALSE	lncRNA
ENSG00000240718	RN7SL851P	0.46	0.01	0.86	0.891	FALSE	misc_RNA
ENSG00000165118	C9orf64	3.24	-0.02	0.86	0.891	FALSE	protein_coding
ENSG00000230289	AL358781.2	0.31	0.01	0.86	0.891	FALSE	lncRNA
ENSG00000134825	TMEM258	3.93	0.02	0.86	0.891	FALSE	protein_coding
ENSG00000123505	AMD1	6.92	0.02	0.86	0.891	FALSE	protein_coding
ENSG00000254910	AC136475.2	1.63	0.03	0.86	0.891	FALSE	lncRNA
ENSG00000249141	AL159163.1	0.46	-0.01	0.861	0.891	FALSE	protein_coding
ENSG00000271133	AC004130.2	0.14	-0.01	0.861	0.891	FALSE	lncRNA
ENSG00000124257	NEURL2	0.95	-0.02	0.861	0.892	FALSE	protein_coding
ENSG00000118762	PKD2	3.34	0.02	0.861	0.892	FALSE	protein_coding
ENSG00000235330	RPL12P25	0.24	-0.01	0.862	0.892	FALSE	transcribed_processed_pseudogene
ENSG00000145936	KCNMB1	2.22	-0.03	0.862	0.892	FALSE	protein_coding
ENSG00000069849	ATP1B3	4.54	-0.03	0.862	0.892	FALSE	protein_coding
ENSG00000225187	AC073283.1	1.23	-0.02	0.862	0.892	FALSE	lncRNA
ENSG00000273203	AC006946.2	0.26	-0.01	0.862	0.892	FALSE	lncRNA
ENSG00000180891	CUEDC1	4.35	0.03	0.862	0.893	FALSE	protein_coding
ENSG00000207357	RNU6-2	0.32	0.03	0.862	0.893	FALSE	snRNA
ENSG00000185065	AC000068.1	0.38	0.01	0.863	0.893	FALSE	lncRNA
ENSG00000167004	PDIA3	6.56	-0.03	0.863	0.893	FALSE	protein_coding
ENSG00000182580	EPHB3	1.44	-0.04	0.863	0.893	FALSE	protein_coding
ENSG00000237887	RPL23AP32	0.08	0.01	0.863	0.893	FALSE	processed_pseudogene
ENSG00000272356	AL080317.2	1.73	-0.02	0.863	0.893	FALSE	lncRNA
ENSG00000088367	EPB41L1	0.26	-0.01	0.864	0.894	FALSE	protein_coding
ENSG00000268499	AC011479.3	0.25	0.01	0.864	0.894	FALSE	lncRNA
ENSG00000259917	HNRNPLP2	0.2	-0.01	0.864	0.894	FALSE	unprocessed_pseudogene
ENSG00000280367	AP002364.1	0.39	-0.01	0.864	0.894	FALSE	TEC
ENSG00000236432	MFF-DT	0.61	0.01	0.864	0.894	FALSE	lncRNA
ENSG00000244502	HDAC11-AS1	0.19	-0.01	0.865	0.894	FALSE	lncRNA
ENSG00000230649	AC024084.2	1.37	0.03	0.865	0.894	FALSE	lncRNA
ENSG00000241859	ANOS2P	1.27	0.02	0.865	0.895	FALSE	transcribed_unprocessed_pseudogene
ENSG00000048140	TSPAN17	4.62	0.02	0.865	0.895	FALSE	protein_coding
ENSG00000171067	C11orf24	3.4	-0.03	0.865	0.895	FALSE	protein_coding
